q_m	xn_p,	xn_he3,	xn_he4,	xn_b11,	xn_c12,	xn_c13,	xn_n13,	xn_n14,	xn_n15,	xn_o15,	xn_o16,	xn_o17,	xn_f18,	xn_ne19,	xn_ne20,	xn_ne21,	xn_ne22,	xn_na22,	xn_na23,	xn_mg23,	xn_mg24,	xn_mg25,	xn_mg26,	xn_al25,	xn_al26,	xn_al27,	xn_si28,	xn_si29,	xn_si30,	xn_p29,	xn_p30,	xn_p31,	xn_s31,	xn_s32,	xn_s33,	xn_cl33,	xn_cl34,	xn_cl35,	xn_ar36,	xn_ar37,	xn_ar38,	xn_ar39,	xn_k39,	xn_ca40,	xn_sc43,	xn_ti44,	xn_v47,	xn_cr48,	xn_mn51,	xn_fe52,	xn_fe54,	xn_co55,	xn_fe56,	xn_co56,	xn_cr56,	xn_ni56,	xn_ni58,	xn_ni59
0.7402062497494855	4.095892517792494e-26	0.0	0.0007152324031069586	1.6670486072416336e-26	0.4996423821704388	2.143334909310614e-15	1.0742429046664945e-14	1.0640698046223029e-15	4.6107137200288695e-17	3.1975565138901366e-17	0.4996423721704388	1.4021646060909813e-17	6.35855142762145e-16	2.941478812777738e-17	1.3096550056891213e-08	4.875661121179797e-16	8.497436236912732e-18	3.3675303146285e-16	2.56427931113919e-14	9.155927439773207e-19	1.29675640563309e-10	1.3737614059675985e-13	3.922995817041433e-15	3.2196860139862665e-20	2.318057210069605e-14	1.9190387083362748e-13	2.8469896123672792e-11	1.1784154051190184e-13	1.8598825080793008e-14	4.690290420374549e-25	4.813018420907678e-15	3.117826013543788e-14	3.100000013466352e-29	7.157551331092293e-13	1.3187290057285383e-15	3.3000000143351496e-29	1.8799211081663482e-15	1.6309107070846512e-16	8.456485736734843e-15	7.808965233922024e-17	1.3646357059279567e-19	1.0024193043544941e-22	2.0222343087845547e-17	3.129282813593557e-15	4.385474219050433e-22	3.043364413220328e-17	2.2347417097076836e-21	9.570521141574196e-17	8.008152134787291e-21	8.824764738334642e-16	4.4131306191705706e-20	1.1215062048718057e-20	0.0	0.0	0.0	1.7871579077633866e-14	8.208102635655872e-17	6.337475327529896e-19
0.7412371671105622	4.0111465990014055e-26	0.0	0.0007354767398168995	1.4648118996353276e-26	0.4996322598756141	1.920007799522005e-15	9.623439097604198e-15	9.030376797751843e-16	3.9144398990254814e-17	2.7151257993240562e-17	0.4996322498756141	1.2102440996987038e-17	5.28107869868525e-16	2.4088725994002996e-17	1.33743119966704e-08	4.0183751989996064e-16	7.133959798223967e-18	2.8185278992983134e-16	2.1263195994706426e-14	7.678106098088499e-19	1.0952941997273212e-10	1.192629599703089e-13	3.37483149915982e-15	2.745512399316491e-20	1.97501709950831e-14	1.671781199583802e-13	2.3972995994031804e-11	1.0279509997440866e-13	1.6134125995983333e-14	4.083241098983457e-25	4.093999498980779e-15	2.6748241993340894e-14	3.0999999992282396e-29	6.125737998474968e-13	1.1425775997155497e-15	3.299999999178449e-29	1.6023562996010856e-15	1.400481899651343e-16	7.714460398079447e-15	6.789098898309822e-17	1.1778173997067767e-19	8.523045797878146e-23	1.7375659995674244e-17	3.1068384992265377e-15	3.816160099049949e-22	3.166493499211686e-17	2.2731516994340874e-21	1.007568999749161e-16	8.159961497968538e-21	8.962117597768836e-16	4.762547998814341e-20	1.1680302997092131e-20	0.0	0.0	0.0	1.854015099538434e-14	8.744044697823127e-17	6.899990998282213e-19
0.7422680989217392	4.2279289135861287e-26	0.0	0.0007182158723079321	1.723445805538162e-26	0.499640891605558	2.165872806959868e-15	1.0853822034877931e-14	1.0803821034717258e-15	4.671324715010947e-17	3.239540810410018e-17	0.499640881605558	1.4348689046108423e-17	6.430628820664337e-16	2.9804703095775146e-17	1.075973203457558e-08	4.946232715894344e-16	8.593276427613842e-18	3.409871210957362e-16	2.5735086082697744e-14	9.276779729810225e-19	1.2720427040876126e-10	1.3456368043241016e-13	3.858132512397815e-15	3.08682270991927e-20	2.3554226075689715e-14	1.8932494060838128e-13	2.832399909101702e-11	1.183444203802908e-13	1.8655694059948653e-14	4.657317614965935e-25	4.875122015665835e-15	3.162460410162326e-14	3.100000009961614e-29	7.218743023196882e-13	1.3365574042949254e-15	3.3000000106042995e-29	1.915902206156606e-15	1.6560686053216507e-16	7.715482624793117e-15	7.753347924914794e-17	1.38353050444587e-19	1.0084587032406053e-22	2.0487971065836536e-17	2.4512834078770124e-15	4.407023514161635e-22	2.663207508558015e-17	1.9225777061780573e-21	8.172616626262082e-17	7.016167822545921e-21	6.534383020997743e-16	3.764741712097712e-20	1.0033059032240473e-20	0.0	0.0	0.0	1.3039336041900915e-14	6.150486519764121e-17	4.740576215233481e-19
0.743298956283486	5.097911883390012e-26	0.0	0.0007365906576000444	1.7574940942737424e-26	0.4996316983721028	2.23956869270305e-15	1.1224515963428346e-14	1.0472602965878223e-15	4.5474625851834835e-17	3.15374678972448e-17	0.4996316983721028	1.3968632954487476e-17	6.209581479767978e-16	2.9311523904497353e-17	1.2437304959476844e-08	4.82229368428803e-16	8.314382172910128e-18	3.314726289199977e-16	2.5401687917236365e-14	9.058656370485137e-19	1.3084793957367198e-10	1.4389882953114964e-13	4.100992786638168e-15	3.3912339889507e-20	2.2957474925200084e-14	1.993663093504258e-13	2.8720543906422886e-11	1.1915827961175917e-13	1.8810425938711976e-14	4.80837778433337e-25	4.77798998443238e-15	3.111810089861118e-14	3.0999999898995973e-29	7.083520576920512e-13	1.291448795792209e-15	3.299999989247959e-29	1.841150394001174e-15	1.6116680947488722e-16	7.762285674708965e-15	7.425610575805917e-17	1.3312237956626142e-19	9.658887468529467e-23	1.9599950936139548e-17	2.565061091642532e-15	4.1976880863231164e-22	2.735059691088644e-17	1.962659793605273e-21	8.210291173249274e-17	7.046775677040236e-21	6.183924379851573e-16	4.226037286230749e-20	1.0220723966698894e-20	0.0	0.0	0.0	1.2160299960379379e-14	5.646183181603638e-17	4.0814244867019257e-19
0.7443298875449309	4.9445689186613196e-26	0.0	0.0007082039326728356	1.6853819063608074e-26	0.4996458918857158	2.2090680083372534e-15	1.1070617041781666e-14	1.1010781041555836e-15	4.787015018066695e-17	3.319596512528504e-17	0.4996458918857158	1.4505782054746338e-17	6.667978325165647e-16	3.146394411874821e-17	1.2133685045793794e-08	5.185250219569677e-16	8.849661233399545e-18	3.513413213259989e-16	2.6676215100678827e-14	9.580677136158475e-19	1.3158893049663037e-10	1.3850182052272033e-13	3.9580801149382075e-15	3.181456312007148e-20	2.418956409129394e-14	1.954069907374864e-13	2.92635791104438e-11	1.2295331046403865e-13	1.9322052072923444e-14	4.830402918230445e-25	5.0189748189421355e-15	3.277330612368988e-14	3.1000000116997236e-29	7.468976628188698e-13	1.3734672051836087e-15	3.300000012454545e-29	1.974054507450288e-15	1.709879806453265e-16	8.087286630522265e-15	7.935883129950851e-17	1.4222994053679064e-19	1.0398158039243735e-22	2.096940007914071e-17	2.5389264095821734e-15	4.455497516815513e-22	2.6562586100249974e-17	1.9007255071735364e-21	7.957004430030567e-17	6.789190625623115e-21	5.858963722112342e-16	4.251204216044489e-20	9.906277237387326e-21	0.0	0.0	0.0	1.1421872043107338e-14	5.261720319858282e-17	3.730474914079202e-19
0.7453608121310578	5.700878269185159e-26	0.0	0.0007348326460280242	1.9205046896191353e-26	0.49963257729934624	2.364912887216985e-15	1.1852149935935818e-14	1.1373650938522236e-15	4.882066473611066e-17	3.3858532816985163e-17	0.49963257729934624	1.5146860918126983e-17	6.601245164318424e-16	2.9559212840224196e-17	1.2582296931989166e-08	4.986097173048751e-16	8.947662251635385e-18	3.5607103807533647e-16	2.71588358531989e-14	9.587573848176485e-19	1.407573092391674e-10	1.5393177916795573e-13	4.38133127631768e-15	3.6439689803033296e-20	2.4707788866447493e-14	2.1353265884579625e-13	3.083040983335301e-11	1.2795144930838664e-13	2.0161612891020847e-14	5.121294072317974e-25	5.132181872259123e-15	3.301423782154882e-14	3.099999983243633e-29	7.477121859584067e-13	1.3723183925822355e-15	3.299999982162578e-29	1.9751102893239768e-15	1.7184621907112312e-16	7.011885162098801e-15	7.748692058116154e-17	1.4224815923110894e-19	1.0085371945485746e-22	2.0940272886811974e-17	1.61229959128507e-15	4.432178476042837e-22	1.6884083908736805e-17	1.2109760934543358e-21	5.045950472725228e-17	4.310501476700535e-21	3.801610279451233e-16	2.6466154856943033e-20	6.267286666123562e-21	0.0	0.0	0.0	7.552128259178635e-15	3.4566482813158494e-17	2.495783386509593e-19
0.7463918164283363	4.3608073133861017e-26	0.0	0.0006948958421330792	1.5239314046779183e-26	0.4996525515337527	1.904373105845737e-15	9.543866729296222e-15	9.2207277283043e-16	3.979625712216012e-17	2.7599158084719442e-17	0.49965254153375266	1.2212059037486607e-17	5.421528816642134e-16	2.4937482076549057e-17	1.0950640033614508e-08	4.1575958127623165e-16	7.317313122461507e-18	2.8994218089001766e-16	2.2049654067684465e-14	7.850896724099416e-19	1.1358838034867527e-10	1.2260501037635306e-13	3.467648210644427e-15	2.8665629087993125e-20	2.0138448061817755e-14	1.7200672052799846e-13	2.4993240076720212e-11	1.0663755032733874e-13	1.658771505091829e-14	4.252150313052564e-25	4.176487512820308e-15	2.7253563083658585e-14	3.100000009515879e-29	6.148862218874783e-13	1.1195760034366937e-15	3.3000000101298075e-29	1.6040103049237317e-15	1.4023216043046204e-16	6.080332318664422e-15	6.26313151922555e-17	1.1544475035437365e-19	8.161089225051594e-23	1.6806333051589368e-17	1.5388932047238459e-15	3.5275448108282877e-22	1.5351870047124694e-17	1.1273954034606965e-21	4.143296612718423e-17	3.8644569118624856e-21	2.894983108886552e-16	2.619494708040902e-20	5.603385117200367e-21	0.0	0.0	0.0	5.4375670166913646e-15	2.3238353071333346e-17	1.477261304534658e-19
0.7474227681084014	4.3548881180384233e-26	0.0	0.0007000249428995802	1.4812972061356952e-26	0.499649982069605	1.873871007761779e-15	9.390119438894903e-15	9.258725938350658e-16	3.987855616518135e-17	2.7655266114551144e-17	0.499649982069605	1.2250033050740981e-17	5.476360922683688e-16	2.513766410412296e-17	1.0782463044662145e-08	4.197861117388001e-16	7.353849130460449e-18	2.9205841120973797e-16	2.2069405091413897e-14	7.908678432758612e-19	1.0996008045546672e-10	1.1755405048692176e-13	3.3527315138873816e-15	2.6981425111760018e-20	2.01827830835993e-14	1.653745206849994e-13	2.4347275100849084e-11	1.0257799042488928e-13	1.6158856066931754e-14	4.0228171166629493e-25	4.177960017305569e-15	2.7089984112209684e-14	3.10000001284054e-29	6.12828052538401e-13	1.1271443046687554e-15	3.300000013668962e-29	1.6310049067558012e-15	1.410200505841205e-16	5.6675021234754146e-15	6.343380426274977e-17	1.165389704827172e-19	8.366026634653001e-23	1.7162706071089808e-17	1.188387404922431e-15	3.596785214898279e-22	1.252653205188627e-17	9.098176237685644e-22	3.537626714653238e-17	3.154548213066485e-21	2.526890010466656e-16	1.9673754081490848e-20	4.548784918841565e-21	0.0	0.0	0.0	4.85673762011714e-15	2.1607474089500527e-17	1.492572006182397e-19
0.748453650836357	4.5029907998543556e-26	0.0	0.000691038809977649	1.618603399947648e-26	0.4996544799838392	2.055388899933521e-15	1.0300833999666832e-14	1.0139916999672035e-15	4.344008099859498e-17	3.0123777999025675e-17	0.4996544699838392	1.3356683999567992e-17	5.966831099807008e-16	2.7056482999124887e-17	1.1067995999642018e-08	4.540621699853139e-16	8.032175399740209e-18	3.1922441998967507e-16	2.4319040999213427e-14	8.603539499721728e-19	1.2559862999593765e-10	1.3425316999565774e-13	3.805772899876906e-15	3.1788300998971845e-20	2.203968699928715e-14	1.872250999939444e-13	2.7511346999110173e-11	1.138537099963175e-13	1.7950218999419418e-14	4.562695999852425e-25	4.594481299851397e-15	2.965482399904084e-14	3.0999999998997334e-29	6.6998548997833e-13	1.222740599960452e-15	3.2999999998932656e-29	1.7753078999425796e-15	1.5462717999499875e-16	6.047012599804416e-15	6.871507999777749e-17	1.2762766999587203e-19	9.08632569970611e-23	1.876624499939303e-17	1.218499599960589e-15	3.937570499872643e-22	1.2631496999591448e-17	9.0960168997058e-22	3.570785499884507e-17	3.2081139998962374e-21	2.398246799922431e-16	2.1302393999310998e-20	4.713471299847548e-21	0.0	0.0	0.0	4.495948599854583e-15	2.0069089999350887e-17	1.2936154999581596e-19
0.7494845725952903	4.447580585426761e-26	0.0	0.0007043327076921366	1.7911873941308762e-26	0.49964782836282073	1.9434997936317994e-15	9.73757326809322e-15	1.0547631965438927e-15	4.5172629851984355e-17	3.132859389734665e-17	0.49964782836282073	1.3923340954377857e-17	6.12019557994616e-16	2.6851276912017322e-17	1.0419655965858262e-08	4.5880466849665015e-16	8.302633272795039e-18	3.2975898891948977e-16	2.4332771920269622e-14	8.83562357104861e-19	1.1914655960959647e-10	1.2010420960645855e-13	3.404023388846151e-15	2.71192399111393e-20	2.2740993925485345e-14	1.7405918942966609e-13	2.6641518912704627e-11	1.151171196227996e-13	1.7879873941413616e-14	4.46876408535735e-25	4.677179684674442e-15	3.0252363900873096e-14	3.0999999898423335e-29	6.825391877635467e-13	1.25806519587774e-15	3.2999999891870006e-29	1.8388573939746774e-15	1.5830224948129631e-16	5.834920580880912e-15	7.045765076913378e-17	1.309052295710672e-19	9.261063369654583e-23	1.9344715936613818e-17	9.025282570427159e-16	4.046904586739643e-22	1.007400696699084e-17	7.196393976419817e-22	2.768147390929704e-17	2.5325923917015395e-21	1.596071494770206e-16	1.644098594612837e-20	3.745216887728173e-21	0.0	0.0	0.0	2.887307590539256e-15	1.2793798958078986e-17	7.707321474745677e-20
